"ID","Source File","Section / Heading","Extracted Text","Issue Type","Severity","Recommended Treatment","Known Decision / Recommended Answer","Question for Alex / Committee","Proposed Codex Action After Answer","Status"
"DEC-779","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","15. Decision Recording","- decision or recommendation;","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-780","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","15. Decision Recording","- reasons for decision;","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-781","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","15. Decision Recording","Decision records should be retained according to the approved retention period.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-782","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","16. Award Approval","Award approval should confirm:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-783","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","16. Award Approval","After Committee approval, Payroll is instructed by the Chairman for EDrill employee awards. No award letter should be issued until the approval record is complete.","Already Decided / Needs Propagation","Minor","No action","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-784","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","17. Award Letter and Acceptance","Successful applicants should receive an award letter.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-785","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","17. Award Letter and Acceptance","The award letter should state:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-786","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","17. Award Letter and Acceptance","The applicant should acknowledge the award conditions before payment is made.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-787","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","18. Unsuccessful Applications","Unsuccessful applicants should receive a short written notification.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-788","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","18. Unsuccessful Applications","The notification should avoid detailed comparison with other applicants and should state, where appropriate, that:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-789","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","19. Payment Processing","Finance should process payment only after:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-790","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","19. Payment Processing","Payments should not exceed the approved award value. Evidence of schooling and education-related costs should be retained for audit and control even where the award is paid to an employee bank account or through a labour-hire agency.","Already Decided / Needs Propagation","Minor","No action","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-791","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","20. Quarterly Review","Where awards are paid quarterly, HR and Finance should review each recipient before each payment.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-792","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","20. Quarterly Review","The quarterly review should confirm:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-793","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","21. Changes in Circumstances","The Company may suspend, reduce, stop, or recover payment where eligibility no longer applies or information was inaccurate, subject to any Committee decision on mid-year employment or assignment cessation.","Approval Evidence Needed","Administrative","Convert to approval evidence item","If employment or assignment ceases mid-year, Committee decides case by case based on circumstances and family need.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-794","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","22. Renewal","Before renewal, HR should request updated:","Already Decided / Needs Propagation","Minor","No action","Annual reset; no automatic renewal and no automatic renewal priority.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-795","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","22. Renewal","Existing recipients may reapply and will be assessed under the same criteria as other applicants, subject to eligibility, available places, and annual approval.","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Committee Approval"
"DEC-796","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","23. Appeals and Exceptions","Appeals should be submitted within the approved timeframe.","Already Decided / Needs Propagation","Minor","No action","Appeals go to the Chairman of the Committee.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-797","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","23. Appeals and Exceptions","Rejected applicants may appeal to the Chairman of the Committee for review. Appeals should be reviewed by persons who were not conflicted in the original decision where practical.","Already Decided / Needs Propagation","Minor","No action","Appeals go to the Chairman of the Committee.","","Leave unchanged if wording already reflects known decision.","Already Answered"
"DEC-798","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","23. Appeals and Exceptions","Exception approvals must be recorded with reasons and must not undermine the fairness of the scheme.","Warning / Control Text","Administrative","Keep as warning/control","","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-799","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","24. Records Management","HR should maintain a secure Bursary evidence file using the Launch Evidence File Register as the control index.","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-800","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","24. Records Management","The evidence file should contain:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-801","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","24. Records Management","- decision log;","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-802","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","24. Records Management","- labour-hire agency acknowledgement, if applicable;","Wording Choice","Minor","Decide","","Which wording or option should be retained in the final issue version?","Remove alternatives and retain the selected wording.","Needs Alex Decision"
"DEC-803","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","24. Records Management","Access should be limited to authorised HR, Finance, Operations, Committee, and approving personnel.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-804","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","24. Records Management","Records should be retained for HR, payroll, audit, tax, and administration needs under restricted access. The Committee may set or update the retention period administratively.","Warning / Control Text","Administrative","Keep as warning/control","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-805","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","24. Records Management","Committee members should receive anonymised review packs where practical and should not receive raw salary data or unnecessary child/family documents unless HR and the Committee approve the disclosure.","Warning / Control Text","Administrative","Keep as warning/control","","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-806","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","25. Privacy","HR must not share applicant or child data beyond authorised personnel unless:","Warning / Control Text","Administrative","Keep as warning/control","","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-807","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","25. Privacy","Beneficiary names, photos, or personal stories must not be used in internal or external communications without specific written consent.","Warning / Control Text","Administrative","Keep as warning/control","Final communications still need pre-publication check.","","Leave unchanged unless final policy tone requires shortening.","Keep"
"DEC-808","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","26. Annual Reporting","At the end of each Award Year, HR should prepare an annual scheme report including:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-809","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","26. Annual Reporting","- recommendations for next year.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-810","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","26. Annual Reporting","The report should be reviewed by HR, Finance, Operations, and the Executive Sponsor.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-811","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","27. Review and Amendment","This Procedure should be reviewed annually or earlier if:","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-812","01_drafting/policy/draft/EDrill_Family_Bursary_Procedure_SOP_DRAFT.md","27. Review and Amendment","Any material amendment should be approved by the appropriate authority and recorded in the decision log.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-813","01_drafting/README.md","Phase 1: Drafting","This folder contains the working materials for the period before launch on 1 October 2026. Use it for founding documents, governance notes, open questions, and decisions made while the program is being designed.","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Committee Approval"
"DEC-814","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","The EDrill Family Bursary - Completion Audit and Handover","Important note: This audit is not legal advice. Chairman/Committee-approved internal compliance position; no external legal advice obtained. The Bursary should not be launched, announced externally, opened for applications, or paid until the Launch Approval Checklist records all required Phase 1 approvals and final communications checks.","Historical / Superseded","Administrative","Move to archive/reference","Appeals go to the Chairman of the Committee.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-815","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","1. Executive Summary","5. Complete conflict-of-interest and confidentiality declarations before Committee review/decision activity.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-816","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","1. Executive Summary","The long-term Singapore ROS / fundraising pathway has been preserved in scope, but deliberately not activated. That is the right posture for Phase 1. A Singapore society or employee-funded structure should only be pursued after separate legal, governance, fundraising, banking, tax, and membership decisions.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-817","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","2. Original Objective Tested Against Current Pack","| Establish The EDrill Family Bursary | Partly complete | The scheme concept, scope, eligibility, procedures, forms, and communications are drafted. It is not established until approvals are recorded and launch gates close. |","Historical / Superseded","Administrative","Move to archive/reference","Final communications still need pre-publication check.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-818","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","2. Original Objective Tested Against Current Pack","| Make it operational | Not complete | The launch checklist remains open. No applications should be opened and no awards should be paid yet. |","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-819","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","2. Original Objective Tested Against Current Pack","| Marketing LinkedIn post | Drafted for review | External publication should wait until final Chairman/Committee/Communications pre-publication check. No fundraising language should be used in Phase 1. |","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-820","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","4. What Is Complete Enough for Review","1. The Phase 1 structural recommendation: use an internal company-funded discretionary bursary, not a registered society, charity, foundation, or fundraising vehicle at launch.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-821","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","5. What Is Not Complete","The following items remain incomplete and should not be treated as operationally complete:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-822","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","5. What Is Not Complete","2. Launch evidence file and secure administration setup: must be completed before applications open.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-823","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","5. What Is Not Complete","3. Conflict-of-interest and confidentiality declarations: required before Committee review/decision activity.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-824","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","5. What Is Not Complete","6. Publication: no external announcement should be made yet.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-825","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","5. What Is Not Complete","7. Applications: no applications should be opened yet.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-826","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","5. What Is Not Complete","8. Awards: no award commitment or payment should be made yet.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-827","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","6. Critical Assumptions to Challenge","These assumptions should be tested before launch:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-828","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","6. Critical Assumptions to Challenge","It may be acceptable, but the wording and process matter. The scheme should not imply labour-hire agency staff are EDrill employees or create unintended employment, agency, benefit, or co-employment signals.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-829","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","7. Recommended Approval Sequence","5. Complete conflict-of-interest and confidentiality declarations before review/decision activity.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-830","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","7. Recommended Approval Sequence","9. Open applications only after the checklist supports launch.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-831","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","8. Do Not Do Before Approval","Before the launch checklist is closed, do not:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-832","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","8. Do Not Do Before Approval","3. Open applications.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-833","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","9. Operational Readiness Rating","| Communications readiness | Amber | Drafts exist but should not be issued yet. |","Historical / Superseded","Administrative","Move to archive/reference","Final communications still need pre-publication check.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-834","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","10. Immediate Next Actions","Recommended next three actions:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-835","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","10. Immediate Next Actions","1. Circulate the updated README, Decision Log, Document Register, and Launch Approval Checklist to Executive Sponsor, Bangkok HR, Finance, Committee, and Operations.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-836","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","10. Immediate Next Actions","2. Complete launch evidence/admin setup, agency acknowledgement if applicable, and conflict/confidentiality declarations.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-837","02_operations/archive/EDrill_Family_Bursary_Completion_Audit_and_Handover.md","10. Immediate Next Actions","3. After checklist approvals are recorded, revise draft documents to issue versions and then open the internal launch process.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-838","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","The EDrill Family Bursary - 2026-2027 Launch Evidence Register","Status: Open / pending evidence","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-839","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","The EDrill Family Bursary - 2026-2027 Launch Evidence Register","This register records launch administration evidence only. It does not by itself launch the Bursary, open applications, approve awards, or authorise publication.","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-840","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 1 | Final approved policy/charter | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-841","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 2 | Final approved SOP | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-842","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 3 | Final approved eligibility criteria | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-843","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 4 | Application form issued | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-844","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 5 | Evidence checklist issued | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-845","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 6 | Committee members confirmed | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","Phase 1 Committee is confirmed: Alex Maroske, Jacquline Ho, Malee Pasutharnchart, Luke Byrne, Sittikorn Intahkaew.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-846","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 7 | Conflict/confidentiality declarations completed | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-847","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 8 | Finance/payroll instruction process confirmed | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-848","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 9 | Payroll line item method confirmed | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-849","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 10 | Labour-hire agency acknowledgement received, if applicable | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-850","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 11 | Applicant privacy/consent form approved | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-851","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 12 | Internal launch message approved | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","Final communications still need pre-publication check.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-852","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 13 | LinkedIn/corporate website post approved | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","Final communications still need pre-publication check.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-853","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 14 | Application opening date | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-854","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 15 | Application closing date | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-855","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 16 | Committee review date | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-856","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 17 | Award decision record | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-857","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 18 | Payroll instruction record | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-858","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","2. Evidence Checklist","| 19 | Payment confirmation | Open / pending evidence | | | | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Finance/Admin Evidence"
"DEC-859","02_operations/award-years/2026-2027/EDrill_Family_Bursary_2026_2027_Launch_Evidence_Register.md","3. Readiness Summary","| Is the Bursary ready to open applications? | |","Approval Evidence Needed","Administrative","Convert to approval evidence item","","What evidence, approver, and completion date should be recorded for this item?","Record completion evidence or keep as launch gate.","Needs Committee Approval"
"DEC-860","02_operations/award-years/template/EDrill_Family_Bursary_Annual_Scheme_Report_Template_DRAFT.md","2. Executive Summary","Briefly summarise the award cycle, number of applications, number of awards, total spend, issues, and recommendations.","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-861","02_operations/award-years/template/EDrill_Family_Bursary_Annual_Scheme_Report_Template_DRAFT.md","4. Award Categories","| labour-hire agency employee children, if applicable | | | | |","Wording Choice","Minor","Decide","","Which wording or option should be retained in the final issue version?","Remove alternatives and retain the selected wording.","Needs Alex Decision"
"DEC-862","02_operations/award-years/template/EDrill_Family_Bursary_Annual_Scheme_Report_Template_DRAFT.md","8. Lessons Learned","| Area | Observation | Recommended action |","Decision Needed","Minor","Decide","","Should this advisory or decision-like wording remain in the final issue version?","Update affected document after Alex/Committee answer.","Needs Alex Decision"
"DEC-863","02_operations/award-years/template/EDrill_Family_Bursary_Annual_Scheme_Report_Template_DRAFT.md","8. Lessons Learned","| Labour-hire agency, if applicable | | |","Wording Choice","Minor","Decide","","Which wording or option should be retained in the final issue version?","Remove alternatives and retain the selected wording.","Needs Alex Decision"
